"Index","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight","Price"
546,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.4,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,37589
547,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,41825
548,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",1,0,"Intel"," HD Graphics 520","N/A",2.0,24634
549,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,21152
550,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,92121
551,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,26587
552,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,59513
553,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,143803
554,"HP","Notebook",17.3,900,1600,0,"Intel","Core i3",2.0,8,"HDD",1,0,"Intel"," HD Graphics 520","Windows",3.0,28992
555,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce 930MX","Windows",3.0,68198
556,"Asus","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"HDD",500,0,"Intel"," HD Graphics 500","Linux",2.0,11935
557,"Mediacom","Notebook",13.3,1080,1920,0,"Intel","Atom x5-Z8350",1.4,4,"Flash Storage",32,0,"Intel"," HD Graphics","Windows",1.0,13586
558,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i7",2.7,6,"Hybrid",128,1,"Nvidia"," GeForce 940MX","Windows",3.0,50563
559,"HP","Notebook",15.6,1080,1920,0,"AMD","A10-Series A10-9620P",2.5,6,"SSD",128,0,"AMD"," Radeon 530","Windows",2.0,30311
560,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M420","Windows",2.0,32922
561,"Acer","2 in 1 Convertible",11.6,1080,1920,1,"Intel","Celeron Dual",2.0,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,18595
562,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.7,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,33566
563,"HP","Ultrabook",13.3,1800,3200,1,"Intel","Core M",1.2,16,"SSD",512,0,"Intel"," HD Graphics 515","Windows",1.0,104695
564,"Lenovo","Notebook",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," Quadro M620M","Windows",3.0,159787
565,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,44702
566,"Dell","Ultrabook",13.3,2160,3840,1,"Intel","Core i5",1.6,8,"SSD",128,0,"Intel"," UHD Graphics 620","Windows",1.0,85195
567,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.6,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,51096
569,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Pentium Quad",1.1,4,"HDD",500,0,"Intel"," HD Graphics 505","Windows",2.0,18328
570,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,52747
571,"HP","Workstation",17.3,900,1600,0,"Intel","Core i5",2.8,8,"HDD",500,0,"Nvidia"," Quadro M1200","Windows",3.0,99154
572,"HP","Notebook",14.0,768,1366,0,"Intel","Pentium Quad",1.6,8,"HDD",2,0,"Intel"," HD Graphics 405","Windows",2.0,20726
573,"HP","Notebook",15.6,1080,1920,0,"AMD","A9-Series A9-9420",3.0,6,"SSD",256,0,"AMD"," Radeon 530","Windows",2.0,34579
574,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,44222
575,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,36497
576,"Mediacom","Notebook",14.0,1080,1920,0,"Intel","Atom x5-Z8350",1.4,4,"SSD",32,0,"Intel"," HD Graphics","Windows",1.0,13267
577,"Toshiba","Ultrabook",14.0,1080,1920,1,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,99367
578,"Lenovo","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,32,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",5.0,141885
579,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.9,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,145401
580,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"AMD"," Radeon R5 M430","Linux",2.0,39907
581,"Mediacom","Notebook",14.0,1080,1920,0,"Intel","Celeron Quad",1.1,4,"SSD",32,0,"Intel"," HD Graphics 500","Windows",1.0,20726
582,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.6,8,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,53734
583,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i3",2.4,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",1.0,38308
584,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,81912
585,"Dell","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",16,0,"Intel"," HD Graphics 400","Other",1.0,15718
586,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 980M","Windows",5.0,125155
587,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050","Windows",4.0,79813
588,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.6,12,"SSD",256,0,"Intel"," HD Graphics 520","Windows",8.0,89137
589,"Lenovo","Notebook",15.6,768,1366,1,"Intel","Core i7",1.8,12,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,32448
590,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,94306
591,"Asus","2 in 1 Convertible",15.6,768,1366,1,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,39374
592,"Lenovo","Notebook",15.6,1080,1920,0,"AMD","A12-Series 9720P",3.6,12,"SSD",512,0,"AMD"," Radeon 530","Windows",2.0,50563
593,"Dell","2 in 1 Convertible",31.6,768,1366,1,"Intel","Core M",1.0,4,"SSD",128,0,"Intel"," HD Graphics 615","Windows",1.0,32128
594,"Samsung","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,90523
595,"Lenovo","Notebook",17.3,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","N/A",3.0,28185
596,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.3,8,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,24456
597,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,107892
598,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 630","Windows",2.0,78535
599,"Dell","2 in 1 Convertible",12.5,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,88978
600,"Dell","Workstation",15.6,1080,1920,1,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," Quadro M620","Windows",2.0,93933
601,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,64948
602,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.4,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,35617
603,"Acer","Notebook",14.0,1080,1920,0,"Intel","Celeron Quad",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",2.0,17529
604,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 970M","Windows",4.0,117163
605,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M420","Linux",2.0,24775
606,"MSI","Gaming",15.6,2160,3840,0,"Intel","Core i7",2.8,16,"Hybrid",256,2,"Nvidia"," GeForce GTX 1060","Windows",2.0,122491
607,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,74539
608,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,6,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,30050
609,"Lenovo","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",2.8,8,"SSD",256,0,"Intel"," HD Graphics 630","Windows",2.0,69211
610,"Acer","Notebook",14.0,768,1366,0,"Intel","Pentium Quad",1.6,4,"Flash Storage",128,0,"Intel"," HD Graphics 405","Windows",2.0,18595
611,"Lenovo","Notebook",15.6,2160,3840,0,"Intel","Xeon E3-1535M",3.1,32,"SSD",1,0,"Nvidia"," Quadro M2200M","Windows",3.0,261019
612,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.6,16,"HDD",1,0,"Nvidia"," GeForce GTX 960<U+039C>","Windows",3.0,46834
613,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Linux",2.0,23651
614,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Linux",2.0,19128
615,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.6,4,"HDD",500,0,"Intel"," HD Graphics 620","Linux",2.0,46300
616,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,62231
618,"HP","Ultrabook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,74006
619,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,120832
620,"Acer","2 in 1 Convertible",11.6,768,1366,1,"Intel","Celeron Quad",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics 400","Other",1.0,20193
621,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,59887
622,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,78055
623,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,4,"HDD",1,0,"AMD"," Radeon 530","Windows",2.0,41345
624,"Fujitsu","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,42571
625,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,49657
627,"Mediacom","Notebook",14.0,1080,1920,0,"Intel","Atom x5-Z8350",1.4,2,"Flash Storage",32,0,"Intel"," HD Graphics","Windows",1.0,12734
628,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",128,0,"Intel"," HD Graphics 620","N/A",2.0,24935
629,"Asus","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,6,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,34046
631,"Asus","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",11.0,101232
632,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,78801
633,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,4,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,44169
634,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Nvidia"," GeForce 920MX ","Windows",2.0,30849
635,"Asus","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,8,"HDD",1,0,"Intel"," HD Graphics 500","Windows",2.0,21259
636,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,48305
637,"Dell","Ultrabook",13.3,1800,3200,1,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,99580
638,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.6,2,"Flash Storage",32,0,"Intel"," HD Graphics 400","Windows",1.0,13267
639,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,93635
640,"Dell","Notebook",15.6,2160,3840,1,"Intel","Core i7",2.8,16,"SSD",1,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,127819
641,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050M","Windows",3.0,59088
642,"HP","Notebook",17.0,900,1600,0,"AMD","A9-Series 9420",3.0,8,"HDD",1,0,"AMD"," Radeon R5","Windows",3.0,27754
643,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,130536
644,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050 Ti","N/A",3.0,62284
645,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,23976
646,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics","Windows",1.0,14599
647,"Acer","Ultrabook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," Graphics 620","Windows",2.0,48964
648,"Razer","Gaming",14.0,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",256,0,"Nvidia"," GeForce GTX 1060","Windows",2.0,138475
649,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,64629
650,"Lenovo","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,84396
651,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,32,"SSD",512,0,"Nvidia"," GeForce GTX 1080","Windows",4.0,149131
652,"Acer","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Linux",2.0,37776
653,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,77251
654,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",2.0,63499
655,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","N/A",2.0,19442
656,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,56690
657,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"AMD"," Radeon 530","Windows",6.0,48964
658,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,16,"Hybrid",256,2,"AMD"," Radeon 530","Windows",2.0,60473
659,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.6,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 960","Windows",3.0,63723
660,"Dell","Gaming",17.3,2160,3840,0,"Intel","Core i7",2.8,32,"Hybrid",512,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,167692
661,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.4,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,65481
662,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"HDD",500,0,"Intel"," HD Graphics 500","Windows",2.0,22324
663,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,28505
664,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,6,"HDD",1,0,"AMD"," Radeon R5 M430","Windows",2.0,28718
665,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,79215
666,"Toshiba","Notebook",15.6,768,1366,0,"Intel","Core i3",2.1,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,26533
668,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"AMD"," Radeon 530","Windows",2.0,39694
669,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,67026
670,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","Linux",2.0,21951
671,"Microsoft","Ultrabook",13.5,1504,2256,1,"Intel","Core i7",2.8,8,"SSD",256,0,"Intel"," Iris Plus Graphics 640","Windows",1.0,99519
672,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"AMD"," Radeon R5 M430","Windows",2.0,43580
673,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,55092
674,"Lenovo","Notebook",35.6,768,1366,0,"AMD","E-Series E2-9000",2.2,4,"SSD",128,0,"AMD"," Radeon R2 Graphics","Windows",2.0,18595
675,"HP","2 in 1 Convertible",14.0,1080,1920,1,"Intel","Core i3",2.4,4,"SSD",128,0,"Nvidia"," GeForce 940MX","Windows",2.0,37243
676,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,68944
677,"Asus","Ultrabook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,60473
678,"HP","2 in 1 Convertible",11.6,768,1366,1,"Intel","Celeron Dual",1.1,8,"Flash Storage",64,0,"Intel"," HD Graphics 500","Other",1.0,26374
679,"LG","Ultrabook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,122491
680,"Acer","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,16,"SSD",256,0,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,69211
681,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,53168
682,"Asus","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"SSD",128,0,"Intel"," HD Graphics 500","Windows",2.0,22324
683,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,109277
684,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i3",2.0,4,"SSD",256,0,"AMD"," Radeon R5 520","Windows",3.0,37243
685,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",1.8,8,"SSD",512,0,"Intel"," UHD Graphics 620","Windows",1.0,79867
686,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.9,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,149917
687,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"AMD"," Radeon 520","Windows",2.0,32640
688,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M430","Windows",2.0,29073
689,"HP","Notebook",17.3,1080,1920,0,"AMD","A10-Series 9600P",2.4,6,"HDD",2,0,"AMD"," Radeon R7 M440","Windows",3.0,30316
690,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"HDD",500,0,"Intel"," HD Graphics 510","Windows",2.0,16943
691,"Acer","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics 510","Other",1.0,19980
692,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,37243
693,"HP","Workstation",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",500,0,"Nvidia"," Quadro M1200","Windows",3.0,101658
694,"Lenovo","2 in 1 Convertible",14.0,1440,2560,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,137995
695,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,51841
696,"Acer","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics","Windows",1.0,14332
697,"Lenovo","2 in 1 Convertible",14.0,1080,1920,1,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,93187
698,"Asus","2 in 1 Convertible",12.5,1080,1920,1,"Intel","Core M",0.9,4,"Flash Storage",64,0,"Intel"," HD Graphics 515","Other",1.0,35644
699,"Toshiba","Ultrabook",13.3,1080,1920,1,"Intel","Core i7",2.5,16,"SSD",512,0,"Intel"," HD Graphics 520","Windows",1.0,100007
701,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,43636
702,"Lenovo","Notebook",15.6,1080,1920,0,"AMD","A9-Series 9420",2.9,4,"SSD",256,0,"AMD"," Radeon 530","Windows",2.0,21259
703,"Lenovo","Notebook",15.6,768,1366,0,"AMD","A12-Series 9720P",3.6,8,"HDD",1,0,"AMD"," Radeon R7","Windows",2.0,22857
704,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",1,1,"Intel"," HD Graphics 620","Windows",2.0,33111
705,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","N/A",2.0,23976
706,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,42358
707,"Acer","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",1.6,1,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,53227
708,"Lenovo","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.5,16,"SSD",512,0,"Nvidia"," Quadro M520M","Windows",2.0,98834
709,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,63456
710,"HP","Notebook",17.3,1080,1920,0,"AMD","A10-Series 9620P",2.5,6,"HDD",2,0,"AMD"," Radeon 530","Windows",3.0,34899
711,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,66547
712,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.8,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Linux",2.0,58022
713,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Linux",2.0,38681
714,"Asus","Notebook",14.0,1080,1920,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",2.0,15877
715,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.6,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,76012
716,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 920MX","Windows",2.0,45665
717,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,62817
718,"Lenovo","Notebook",15.6,768,1366,0,"AMD","A6-Series 7310",2.0,4,"HDD",500,0,"AMD"," Radeon R4","Windows",2.0,15877
719,"Mediacom","Notebook",14.0,1200,1920,0,"Intel","Atom Z8350",1.9,4,"HDD",32,0,"Intel"," HD Graphics 400","Windows",1.0,14119
720,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",3.0,63936
721,"Lenovo","Ultrabook",14.0,1440,2560,0,"Intel","Core i7",2.5,64,"SSD",512,0,"Intel"," HD Graphics 520","Windows",1.0,89864
722,"HP","2 in 1 Convertible",13.3,768,1366,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,44574
723,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,79867
724,"Dell","Gaming",17.3,2160,3840,0,"Intel","Core i7",2.8,32,"Hybrid",1,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,194973
725,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,71847
726,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Intel"," HD Graphics 620","N/A",2.0,26102
728,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i3",2.4,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,34579
729,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"HDD",1,0,"AMD"," Radeon R7 M445","Linux",2.0,31410
